permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
200702164390,additions alterations or repairs,change of use from office to 16 dwelling units. structural upgrade and new m.e.p. fire alarm and sprinklers udner seperate permit.,2007-02-16,2007-12-18,2009-03-13,2010-06-18,3000000,4469992,office,apartments,wood_frame_5,Potrero Hill,94107,1083829454430,San Francisco,CA,TRUE,1469992,2007,Dec,2009,Mar,451,2,305,913,"900 Minnesota St,San Francisco,CA,94107",37.75906901010101,-122.39043091919193
200702164399,additions alterations or repairs,"change of use from office to 29 dwelling units, including structural upgrade. m.e.p. fire alarm and sprinklers under seperate permit.",2007-02-16,2008-09-03,2009-03-02,2012-08-13,3000000,4382000,office,apartments,constr_type_3,Potrero Hill,94107,1083830454428,San Francisco,CA,TRUE,1382000,2008,Sep,2009,Mar,180,1,565,1440,"851 Indiana St,San Francisco,CA,94107",37.75960496212417,-122.39124289340886
201406249281,additions alterations or repairs,adaptive re-use of single family residence to educational use k-8th grade. pull seismic upgrade interior remodel & horizontal rear addition.,2014-06-24,2015-02-09,2016-07-29,2021-01-08,3000000,3600000,1 family dwelling,school,wood_frame_5,Presidio Heights,94118,134643386301,San Francisco,CA,TRUE,600000,2015,Feb,2016,Jul,536,1,230,2160,"233 Maple St,San Francisco,CA,94118",37.78854859183674,-122.45563153061225
9710217,additions alterations or repairs,"alterations to shell & core, andicap accessibility upgrade",1997-06-05,1997-10-02,1999-09-13,2000-04-02,3000000,3050000,office,retail sales,constr_type_1,Financial District/South Beach,94108,62349969778,San Francisco,CA,TRUE,50000,1997,Oct,1999,Sep,711,2,119,913,"760 Market St,San Francisco,CA,94108",37.78621915853658,-122.40508340243902
9710217,additions alterations or repairs,"alterations to shell & core, andicap accessibility upgrade",1997-06-05,1997-10-02,1999-09-13,2000-04-02,3000000,3050000,office,retail sales,constr_type_1,Financial District/South Beach,94108,623500300849,San Francisco,CA,TRUE,50000,1997,Oct,1999,Sep,711,2,119,913,"764 Market St,San Francisco,CA,94108",37.7861795,-122.4051335
201503312421,otc alterations permit,"7th floor: full  floor t.i.   non-bearing walls, card readers, elevator lobby.  sprinklers and fire alarm on seperate permit.  n/a for the maher.",2015-03-31,2015-04-24,2017-09-19,2019-04-03,2860746,2860746,vacant lot,office,constr_type_1,Financial District/South Beach,94105,1376334164586,San Francisco,CA,TRUE,0,2015,Apr,2017,Sep,879,2,24,1440,"350 Mission St,San Francisco,CA,94105",37.79087225,-122.39672035000001
201504214206,otc alterations permit,"9th flr: full floor ti with non baring partitions, card readers in elevator lobbies. fire alarm & sprinklers under seperate permit",2015-04-21,2015-05-21,2017-09-19,2019-04-30,2860746,1450000,vacant lot,office,constr_type_1,Financial District/South Beach,94105,1378814164586,San Francisco,CA,TRUE,-1410746,2015,May,2017,Sep,852,2,30,1440,"350 Mission St,San Francisco,CA,94105",37.79087225,-122.39672035000001
201504214208,otc alterations permit,"10th flr: full floor ti with non baring partitions, card readers in elevator lobbies. fire alarm & sprinklers under seperate permit",2015-04-21,2015-05-08,2017-07-07,2019-04-17,2860746,1450000,vacant lot,office,constr_type_1,Financial District/South Beach,94105,1378815164586,San Francisco,CA,TRUE,-1410746,2015,May,2017,Jul,791,2,17,1440,"350 Mission St,San Francisco,CA,94105",37.79087225,-122.39672035000001
201705237372,otc alterations permit,"interior tenant improvement of fully sprinklered building. new partitions, finishes, lighting, equipment on 2nd floor.  n/a maher",2017-05-23,2017-07-05,2019-09-10,2021-06-14,2850000,2850000,vacant lot,office,constr_type_1,South of Market,94103,1464177369644,San Francisco,CA,TRUE,0,2017,Jul,2019,Sep,797,2,43,1440,"510 Townsend St,San Francisco,CA,94103",37.773253265306124,-122.39998571428572
200008309322,additions alterations or repairs,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,828800165646,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369,"38 Tehama St,San Francisco,CA,94105",37.78756648728806,-122.39629236521723
200008309322,additions alterations or repairs,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,828801388114,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369,"44 Tehama St,San Francisco,CA,94105",37.7874837351694,-122.39639742608678
200008309322,additions alterations or repairs,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,948781388119,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369,"543 Howard St,San Francisco,CA,94105",37.78759225,-122.39666827964842
9119902S,additions alterations or repairs,"56 parking spaces within a type 1 garage,courtyard/deck area",1991-10-21,1992-02-27,1993-11-05,1995-11-27,2650000,4800000,"warehouse,no frnitur",artist live/work,constr_type_3,Potrero Hill,94107,856246169255,San Francisco,CA,TRUE,2150000,1992,Feb,1993,Nov,617,1,129,1369,"701 Minnesota St,San Francisco,CA,94107",37.761535,-122.390458
201808278419,additions alterations or repairs,"change of use. tenant improvement. expand previously approved lab, support spaces & accessory office on 1st fl into expansion space not covered under original permit. improvement work will be limited to interior only partitions, restrooms, mech, elect & plum. mep will be under separate permit",2018-08-27,2019-09-23,2019-12-03,2021-09-23,2600000,800000,manufacturing,clinics-medic/dental,constr_type_3,Mission Bay,94103,1521142168094,San Francisco,CA,TRUE,-1800000,2019,Sep,2019,Dec,71,0,392,731,"1400 16th St,San Francisco,CA,94103",37.766263,-122.400918
201505045299,otc alterations permit,"2nd flr: min demo. construction of new offices, meeting rooms & break areas with includes non structural walls, new finishes & mep. maher na. no final  until core & shell is complete (pa# 2013-1217-4402)",2015-05-04,2015-07-14,2017-08-16,2019-06-23,2562089,2562089,vacant lot,office,constr_type_1,Financial District/South Beach,94107,1380354167192,San Francisco,CA,TRUE,0,2015,Jul,2017,Aug,764,2,71,1440,"270 Brannan St,San Francisco,CA,94107",37.782599,-122.391271
200508220865,additions alterations or repairs,"rev.to approved pa# 2000/04/21/7880's'. change of use from office to residental, 2 story vertical addition.",2005-08-22,2005-12-21,2008-04-03,2009-09-21,2500000,3100000,office,apartments,constr_type_2,Chinatown,94133,1026253295324,San Francisco,CA,TRUE,600000,2005,Dec,2008,Apr,834,3,121,1370,"843 Montgomery St,San Francisco,CA,94133",37.79690865,-122.4038732765136
200608311168,additions alterations or repairs,conversion of the existing office building into a residential building include up to 51 dwelling units and no off street parking will be provided. and some retail space at the ground floor will be remanied.,2006-08-31,2007-09-19,2011-05-02,2011-06-19,2500000,2800000,office,apartments,constr_type_3,Financial District/South Beach,94105,1109076164520,San Francisco,CA,TRUE,300000,2007,Sep,2011,May,1321,4,384,1369,"16 Jessie St,San Francisco,CA,94105",37.790003999999996,-122.39859226666667
200608311168,additions alterations or repairs,conversion of the existing office building into a residential building include up to 51 dwelling units and no off street parking will be provided. and some retail space at the ground floor will be remanied.,2006-08-31,2007-09-19,2011-05-02,2011-06-19,2500000,2800000,office,apartments,constr_type_3,Financial District/South Beach,94105,1109077455514,San Francisco,CA,TRUE,300000,2007,Sep,2011,May,1321,4,384,1369,"30 Jessie St,San Francisco,CA,94105",37.789808,-122.39884053333333
201103071510,additions alterations or repairs,"site permit. change of use to ""e"" occupancy for ""college track"" restore (e) brick facade and add new 2nd floor within (e) building envelope.",2011-03-07,2011-06-08,2012-12-14,2017-05-07,2500000,2500000,office,school,wood_frame_5,Bayview Hunters Point,94124,1232073178375,San Francisco,CA,TRUE,0,2011,Jun,2012,Dec,555,1,93,2160,"4301 3rd St,San Francisco,CA,94124",37.738606,-122.389264
201207306043,additions alterations or repairs,"change of use. interior tenant improvement at suite, 138, 156, 146, 238 including converting a-3 to b use.",2012-07-30,2012-08-29,2014-04-16,2018-07-29,2500000,2500000,food/beverage hndlng,office,constr_type_2,Financial District/South Beach,94105,1277750249323,San Francisco,CA,TRUE,0,2012,Aug,2014,Apr,595,2,30,2160,"2 Harrison St,San Francisco,CA,94105",37.7896119,-122.389071
201508275469,additions alterations or repairs,(mahner ordin. extended 155-13 not required)change of use:restaurant space into (n)child care facility on partial 1&2nd fls.restaurant space on 1st fl.office on 2/fl convert to child care. portions of (e)plaza converted to play area.,2015-08-27,2016-08-22,2017-08-09,2020-08-01,2500000,2500000,office,day care center,constr_type_1,Financial District/South Beach,94105,1393696164573,San Francisco,CA,TRUE,0,2016,Aug,2017,Aug,352,1,361,1440,"50 Fremont St,San Francisco,CA,94105",37.7905956,-122.3974644
201508275469,additions alterations or repairs,(mahner ordin. extended 155-13 not required)change of use:restaurant space into (n)child care facility on partial 1&2nd fls.restaurant space on 1st fl.office on 2/fl convert to child care. portions of (e)plaza converted to play area.,2015-08-27,2016-08-22,2017-08-09,2020-08-01,2500000,2500000,office,day care center,constr_type_1,Financial District/South Beach,94105,1393697164581,San Francisco,CA,TRUE,0,2016,Aug,2017,Aug,352,1,361,1440,"50 Fremont St,San Francisco,CA,94105",37.7905956,-122.3974644
9103245,additions alterations or repairs,"shell improvements to existing bldg-stairs, elevators, walls",1991-02-27,1991-09-30,1993-08-03,1994-09-30,2500000,5448000,office,artist live/work,constr_type_4,Financial District/South Beach,94107,813359166670,San Francisco,CA,TRUE,2948000,1991,Sep,1993,Aug,673,2,215,1096,"461 2nd St,San Francisco,CA,94107",37.78339364285714,-122.39386707142857
200005139925,additions alterations or repairs,seismic upgrade of umb new bldg lobby new bldg restrms new elevators hvac plant,2000-05-13,2000-08-26,2001-12-12,2005-02-26,2500000,8000000,manufacturing,office,constr_type_3,Financial District/South Beach,94107,817712348066,San Francisco,CA,TRUE,5500000,2000,Aug,2001,Dec,473,1,105,1645,"250 Brannan St,San Francisco,CA,94107",37.783229399999996,-122.3912706118872
201507020526,additions alterations or repairs,"change of use. t-i includes new partitions, lighting, finishes and fixture throughout. structural work includes new interior connecting stair & floors 9-11 and flat roof skylight. new mechanical, electrical, plumbing and fire alarm will be the in area of work.",2015-07-02,2015-12-01,2017-08-22,2019-11-10,2395639,2800000,office,apartments,constr_type_1,South of Market,94103,1387138164321,San Francisco,CA,TRUE,404361,2015,Dec,2017,Aug,630,2,152,1440,"1155 Market St,San Francisco,CA,94103",37.77943182142857,-122.41350435714286
201609137499,additions alterations or repairs,"site permit for change of use from retail (pc sec 102/210.3) to child care facility (pc sec 102/210.3) of 11,065 sf child care facility and associated 867 sf of expanded exterior play area. no construction under this site permit. mep and const. set to be submitted as addenda. n/a for maher ordinance",2016-09-13,2017-04-18,2017-08-14,2020-04-02,2294148,2294148,retail sales,day care home gt 12,constr_type_3,Mission Bay,94103,1437949168087,San Francisco,CA,TRUE,0,2017,Apr,2017,Aug,118,0,217,1080,"200 Kansas St,San Francisco,CA,94103",37.76694995,-122.40432798439815
201709158742,additions alterations or repairs,change of use to e occupancy (daycare). horizontal addition of 7500 sq ft extension of (1) egress stair to the 4th level from (e) west stair. re-striping of parking lot. addition of (6) class 1 bike lockers & (14) class 2 bicyle parking spaces.** maher: n/a **,2017-09-15,2018-09-24,2019-10-21,2021-09-08,2100000,2100000,retail sales,"day care, non-res",constr_type_1,Lone Mountain/USF,94115,147981589456,San Francisco,CA,TRUE,0,2018,Sep,2019,Oct,392,1,374,1080,"2675 Geary Blvd,San Francisco,CA,94115",37.782184030246114,-122.44705647613016
200804300938,additions alterations or repairs,"the scope of the project for ""crunch fitness"" at 1725 union st in s.f. includes the following:1) demo of extg interior stair, abandoned hvac units, etc. 2) construction of new interior partitions. locker and restrooms, infill of extg opening in 2nd flr level, add of new accessible wheelchair lift",2008-04-30,2008-09-10,2009-05-04,2011-08-26,2000000,2000000,retail sales,health studios & gym,constr_type_3,Marina,94123,1134179388949,San Francisco,CA,TRUE,0,2008,Sep,2009,May,236,1,133,1080,"1725 Union St,San Francisco,CA,94123",37.7979248,-122.4277598
200806184781,additions alterations or repairs,"renovation of (e) industrial bldg. consisting of a change of use from b occupancy on the basement,1st & 2nd flr to a2 restaurant use on basement, 1st flr and accessory use on 2nd flr. renovation will include removal of a portion of 1st floor includ interior stairs,restroom & changes to (e) facade.",2008-06-18,2009-11-06,2011-03-14,2012-10-21,2000000,2000000,office,food/beverage hndlng,constr_type_3,South of Market,94107,1139865167703,San Francisco,CA,TRUE,0,2009,Nov,2011,Mar,493,2,506,1080,"25 Lusk St,San Francisco,CA,94107",37.778501,-122.394366
201403070169,additions alterations or repairs,mep work associated with  building remodel under pa#201308305692.,2014-03-07,2014-09-30,2016-06-21,2017-09-14,2000000,2000000,office,apartments,wood_frame_5,Hayes Valley,94102,1334733490816,San Francisco,CA,TRUE,0,2014,Sep,2016,Jun,630,2,207,1080,"229 Haight St,San Francisco,CA,94102",37.7731877,-122.4220371
201611233479,additions alterations or repairs,"change of occupancy. shell & core remodel & (n)3/f -no final completion until all related ti permits are complete. remodel an ""e"" 2 story concrete & masonry building. addition of partially enclosed 3rd flr with an open air-roof terrace. new elevation, new exit stairs, new mep.",2016-11-23,2017-08-31,2019-04-22,2021-08-10,2000000,4091258.55,retail sales,food/beverage hndlng,constr_type_1,Tenderloin,94102,1450984508224,San Francisco,CA,TRUE,2091258.5499999998,2017,Aug,2019,Apr,599,2,281,1440,"399 Geary St,San Francisco,CA,94102",37.7870641,-122.40964
